name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Bánh bèo,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,c3af715a-3d5b-4193-bca2-d4b0140bae4b,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_b%C3%A8o.jpg/120px-B%C3%A1nh_b%C3%A8o.jpg,"Bánh làm từ bột gạo, nhân để rắc lên bánh làm bằng tôm xay nhuyễn, và nước chấm, một hỗn hợp mà nước mắm là thành phần chính và thường đổ trực tiếp vào bánh [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_b%C3%A8o.jpg/120px-B%C3%A1nh_b%C3%A8o.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_b%C3%A8o.jpg/120px-B%C3%A1nh_b%C3%A8o.jpg""]","Bánh làm từ bột gạo, nhân để rắc lên bánh làm bằng tôm xay nhuyễn, và nước chấm, một hỗn hợp mà nước mắm là thành phần c","Bánh làm từ bột gạo, nhân để rắc lên bánh làm bằng tôm xay nhuyễn, và nước chấm, một hỗn hợp mà nước mắm là thành phần chính và thường đổ trực tiếp vào bánh [ 8 ]",,,,,0,Quảng Bình,Bánh tẻ,Bánh mặn
Bánh bột lọc,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg/120px-B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg,"Bằng bột sắn được luộc một phần nhỏ, nhồi kỹ. Nhân thường bằng tôm trộn với gia vị, có thể làm nhân bằng thịt heo nạc hay hỗn hợp tôm-thịt heo [ 8 ] [ 9 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg/120px-B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg/120px-B%C3%A1nh_b%E1%BB%99t_l%E1%BB%8Dc.jpg""]","Bằng bột sắn được luộc một phần nhỏ, nhồi kỹ. Nhân thường bằng tôm trộn với gia vị, có thể làm nhân bằng thịt heo nạc ha","Bằng bột sắn được luộc một phần nhỏ, nhồi kỹ. Nhân thường bằng tôm trộn với gia vị, có thể làm nhân bằng thịt heo nạc hay hỗn hợp tôm-thịt heo [ 8 ] [ 9 ]",,,,,0,Bắc Trung Bộ,Bánh bột sắn,Bánh mặn
Bánh căn,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,64458448-f3a0-4865-ad4c-2a9c6b87e5fb,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_c%C4%83n_1.jpg/120px-B%C3%A1nh_c%C4%83n_1.jpg,"Bằng bột gạo nướng. Làm bánh căn thường phải có khuôn đúc đặc biệt, thường làm bằng đất nung, và có nhiều lỗ tròn để đặt khuôn. Vì bánh căn nhỏ nên thường tính theo cặp chứ không theo cái, ở giữa có thể quét mỡ hành hoặc đổ trứng. [ 1 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_c%C4%83n_1.jpg/120px-B%C3%A1nh_c%C4%83n_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/B%C3%A1nh_c%C4%83n_1.jpg/120px-B%C3%A1nh_c%C4%83n_1.jpg""]","Bằng bột gạo nướng. Làm bánh căn thường phải có khuôn đúc đặc biệt, thường làm bằng đất nung, và có nhiều lỗ tròn để đặt","Bằng bột gạo nướng. Làm bánh căn thường phải có khuôn đúc đặc biệt, thường làm bằng đất nung, và có nhiều lỗ tròn để đặt khuôn. Vì bánh căn nhỏ nên thường tính theo cặp chứ không theo cái, ở giữa có thể quét mỡ hành hoặc đổ trứng. [ 1 ]",,,,,0,"Khánh Hòa , Ninh Thuận , Bình Thuận",Bánh tẻ,Bánh mặn
Bánh chưng,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Banh_chung_vuong.jpg/120px-Banh_chung_vuong.jpg,"Là loại bánh duy nhất có lịch sử lâu đời trong ẩm thực truyền thống Việt Nam còn được sử sách nhắc lại, bánh chưng có vị trí đặc biệt trong tâm thức của cộng đồng người Việt",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Banh_chung_vuong.jpg/120px-Banh_chung_vuong.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Banh_chung_vuong.jpg/120px-Banh_chung_vuong.jpg""]","Là loại bánh duy nhất có lịch sử lâu đời trong ẩm thực truyền thống Việt Nam còn được sử sách nhắc lại, bánh chưng có vị","Là loại bánh duy nhất có lịch sử lâu đời trong ẩm thực truyền thống Việt Nam còn được sử sách nhắc lại, bánh chưng có vị trí đặc biệt trong tâm thức của cộng đồng người Việt",,,,,0,Miền Bắc,Bánh nếp,Bánh mặn
Bánh cống,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,35727751-0e3d-4ed9-a2fd-1c41b799bda4,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg/120px-B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg,"Là hỗn hợp của thịt heo băm nhuyễn trộn với củ sắn và đậu xanh nguyên hột, trên mặt bánh có một con tôm nằm khoanh tròn",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg/120px-B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg/120px-B%C3%A1nh_c%E1%BB%91ng_de_C%E1%BA%A7n_Th%C6%A1.jpg""]","Là hỗn hợp của thịt heo băm nhuyễn trộn với củ sắn và đậu xanh nguyên hột, trên mặt bánh có một con tôm nằm khoanh tròn","Là hỗn hợp của thịt heo băm nhuyễn trộn với củ sắn và đậu xanh nguyên hột, trên mặt bánh có một con tôm nằm khoanh tròn",,,,,0,Cần Thơ,Bánh bột sắn,Bánh mặn
Bánh dày,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG/120px-B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG,"Được làm bằng xôi đã được giã thật mịn, có thể có nhân đậu xanh và sợi dừa với vị ngọt hoặc mặn. Bánh có thể được làm vào các dịp Tết cổ truyền của dân tộc Việt và vào ngày Giỗ Tổ Hùng Vương",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG/120px-B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG/120px-B%C3%A1nh_gi%E1%BA%A7y_gi%C3%B2.JPG""]","Được làm bằng xôi đã được giã thật mịn, có thể có nhân đậu xanh và sợi dừa với vị ngọt hoặc mặn. Bánh có thể được làm và","Được làm bằng xôi đã được giã thật mịn, có thể có nhân đậu xanh và sợi dừa với vị ngọt hoặc mặn. Bánh có thể được làm vào các dịp Tết cổ truyền của dân tộc Việt và vào ngày Giỗ Tổ Hùng Vương",,,,,0,Khắp cả nước,Bánh nếp,Bánh mặn
Bánh đúc,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Banhduc-northern.jpg/120px-Banhduc-northern.jpg,"Làm bằng bột gạo (tại miền Bắc và miền Trung) hoặc bột năng (miền Nam) với nước vôi trong một số gia vị. Bánh được làm thành tấm to, khi ăn thì cắt nhỏ thành miếng tùy thích.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Banhduc-northern.jpg/120px-Banhduc-northern.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Banhduc-northern.jpg/120px-Banhduc-northern.jpg""]",Làm bằng bột gạo (tại miền Bắc và miền Trung) hoặc bột năng (miền Nam) với nước vôi trong một số gia vị. Bánh được làm t,"Làm bằng bột gạo (tại miền Bắc và miền Trung) hoặc bột năng (miền Nam) với nước vôi trong một số gia vị. Bánh được làm thành tấm to, khi ăn thì cắt nhỏ thành miếng tùy thích.",,,,,0,Khắp cả nước,Bánh tẻ,Bánh mặn
Bánh giò,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/B%C3%A1nh_gi%C3%B2.jpg/120px-B%C3%A1nh_gi%C3%B2.jpg,"Bằng bột tẻ lọc, thịt nạc vai dùng chế biến nhân có kèm mộc nhĩ, hành khô, hạt tiêu, nước mắm, muối... Bánh giò có hình dài nhô cao như hình bàn tay úp",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/B%C3%A1nh_gi%C3%B2.jpg/120px-B%C3%A1nh_gi%C3%B2.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/B%C3%A1nh_gi%C3%B2.jpg/120px-B%C3%A1nh_gi%C3%B2.jpg""]","Bằng bột tẻ lọc, thịt nạc vai dùng chế biến nhân có kèm mộc nhĩ, hành khô, hạt tiêu, nước mắm, muối... Bánh giò có hình ","Bằng bột tẻ lọc, thịt nạc vai dùng chế biến nhân có kèm mộc nhĩ, hành khô, hạt tiêu, nước mắm, muối... Bánh giò có hình dài nhô cao như hình bàn tay úp",,,,,0,Khắp cả nước,Bánh tẻ,Bánh mặn
Bánh gối Pa tê sô,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Banh_goi_03.JPG/120px-Banh_goi_03.JPG,"Được làm bằng nhiều lớp bột và chiên giòn. Theo truyền thống, nhân thịt lợn, nhưng ngày nay thịt gà và thịt bò cũng được sử dụng.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Banh_goi_03.JPG/120px-Banh_goi_03.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Banh_goi_03.JPG/120px-Banh_goi_03.JPG""]","Được làm bằng nhiều lớp bột và chiên giòn. Theo truyền thống, nhân thịt lợn, nhưng ngày nay thịt gà và thịt bò cũng được","Được làm bằng nhiều lớp bột và chiên giòn. Theo truyền thống, nhân thịt lợn, nhưng ngày nay thịt gà và thịt bò cũng được sử dụng.",,,,,0,Khắp cả nước,Bánh rán,Bánh mặn
Bánh hỏi,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg/120px-B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg,"Được làm từ bột gạo và có quy trình chế biến đặc biệt công phu, tỉ mỉ thường ăn chung với mỡ hành, thịt quay, thịt nướng, lòng heo...",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg/120px-B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg/120px-B%C3%A1nh_h%E1%BB%8Fi_kh%C3%B4ng_h%C3%A0nh.jpg""]","Được làm từ bột gạo và có quy trình chế biến đặc biệt công phu, tỉ mỉ thường ăn chung với mỡ hành, thịt quay, thịt nướng","Được làm từ bột gạo và có quy trình chế biến đặc biệt công phu, tỉ mỉ thường ăn chung với mỡ hành, thịt quay, thịt nướng, lòng heo...",,,,,0,Duyên hải Nam Trung Bộ,Bánh tẻ,Bánh mặn
Bánh ít,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG/120px-B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG,Làm từ bột nếp và bột đậu xanh với phương pháp hấp cách thủy. nhân bánh ít được xào chín trước khi gói cẩn thận bằng lá gai hoặc lá chuối tơ [ 8 ],https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG/120px-B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG/120px-B%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.JPG""]",Làm từ bột nếp và bột đậu xanh với phương pháp hấp cách thủy. nhân bánh ít được xào chín trước khi gói cẩn thận bằng lá ,Làm từ bột nếp và bột đậu xanh với phương pháp hấp cách thủy. nhân bánh ít được xào chín trước khi gói cẩn thận bằng lá gai hoặc lá chuối tơ [ 8 ],,,,,0,Khắp cả nước,Bánh tẻ,Bánh mặn
Bánh ít trần,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg/120px-%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg,"Bánh ít không gói trong lá, thường rắc ruốc tôm, ruốc thịt lên trên",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg/120px-%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg/120px-%C4%90%C4%A9a_b%C3%A1nh_%C3%ADt_tr%E1%BA%A7n.jpg""]","Bánh ít không gói trong lá, thường rắc ruốc tôm, ruốc thịt lên trên","Bánh ít không gói trong lá, thường rắc ruốc tôm, ruốc thịt lên trên",,,,,0,Khắp cả nước,Bánh tẻ,Bánh mặn
Bánh khọt,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,27e0cdab-29f3-4d4a-8625-cf9f82a9636e,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg/120px-B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg,"Bằng bột gạo, có nhân tôm, được rán và ăn kèm với rau sống, ớt tươi, chấm nước sốt mắm tôm (không phải mắm tôm hay mắm tôm chua) [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg/120px-B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg/120px-B%C3%A1nh_kh%E1%BB%8Dt_tr%C3%AAn_khu%C3%B4n.jpg""]","Bằng bột gạo, có nhân tôm, được rán và ăn kèm với rau sống, ớt tươi, chấm nước sốt mắm tôm (không phải mắm tôm hay mắm t","Bằng bột gạo, có nhân tôm, được rán và ăn kèm với rau sống, ớt tươi, chấm nước sốt mắm tôm (không phải mắm tôm hay mắm tôm chua) [ 8 ]",,,,,0,Bà Rịa – Vũng Tàu,Bánh tẻ,Bánh mặn
Bánh khúc,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/B%C3%A1nh_kh%C3%BAc.JPG/120px-B%C3%A1nh_kh%C3%BAc.JPG,"Làm từ lá rau khúc nếp, gạo nếp, nhân đậu xanh, thịt lợn mỡ có bọc ở ngoài bằng xôi",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/B%C3%A1nh_kh%C3%BAc.JPG/120px-B%C3%A1nh_kh%C3%BAc.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/B%C3%A1nh_kh%C3%BAc.JPG/120px-B%C3%A1nh_kh%C3%BAc.JPG""]","Làm từ lá rau khúc nếp, gạo nếp, nhân đậu xanh, thịt lợn mỡ có bọc ở ngoài bằng xôi","Làm từ lá rau khúc nếp, gạo nếp, nhân đậu xanh, thịt lợn mỡ có bọc ở ngoài bằng xôi",,,,,0,Miền Bắc,Bánh nếp phủ xôi,Bánh mặn
Bánh mì,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png/120px-B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png,Bánh mì rạch đôi kẹp nhân ở giữa. Rất nhiều chủng loại khác nhau tùy vào nhân [ 10 ],https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png/120px-B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png/120px-B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png""]",Bánh mì rạch đôi kẹp nhân ở giữa. Rất nhiều chủng loại khác nhau tùy vào nhân [ 10 ],Bánh mì rạch đôi kẹp nhân ở giữa. Rất nhiều chủng loại khác nhau tùy vào nhân [ 10 ],,,,,0,Khắp cả nước,Bánh bột mì,Bánh mặn
Bánh nậm,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,6fc8742d-40d6-43f9-9fd1-f497b4f62ddc,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/B%C3%A1nh_N%E1%BA%ADm.jpg/120px-B%C3%A1nh_N%E1%BA%ADm.jpg,"Bằng bột tẻ, bánh mỏng dẹp với nhân nấm, thịt lợn, tiêu, ớt gói trong lá chuối [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/B%C3%A1nh_N%E1%BA%ADm.jpg/120px-B%C3%A1nh_N%E1%BA%ADm.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/B%C3%A1nh_N%E1%BA%ADm.jpg/120px-B%C3%A1nh_N%E1%BA%ADm.jpg""]","Bằng bột tẻ, bánh mỏng dẹp với nhân nấm, thịt lợn, tiêu, ớt gói trong lá chuối [ 8 ]","Bằng bột tẻ, bánh mỏng dẹp với nhân nấm, thịt lợn, tiêu, ớt gói trong lá chuối [ 8 ]",,,,,0,Huế,Bánh tẻ,Bánh mặn
Bánh quai vạc,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg/120px-HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg,"Được làm từ bột (khoai) mì tinh (hay bột năng) bên trong nhân có thể chứa tôm, thịt rồi đem luộc. Ở miền Nam thường xuất hiện phổ biến dưới dạng bánh chiên.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg/120px-HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg/120px-HK_Tsuen_Wan_%E5%BB%BA%E6%98%8E%E8%A1%97_Kin_Ming_Street_sign_Cheong_Wah_Building_Tasty_Bakery_08_chinese_cookies_%E6%B2%B9%E7%82%B8%E8%A7%92%E4%BB%94_Cantonese_Peanut_puffs_Kok_Chai_a.jpg""]","Được làm từ bột (khoai) mì tinh (hay bột năng) bên trong nhân có thể chứa tôm, thịt rồi đem luộc. Ở miền Nam thường xuất","Được làm từ bột (khoai) mì tinh (hay bột năng) bên trong nhân có thể chứa tôm, thịt rồi đem luộc. Ở miền Nam thường xuất hiện phổ biến dưới dạng bánh chiên.",,,,,0,"Nam Trung Bộ , miền Nam","Bánh bột năng, bánh rán",Bánh mặn
Bánh hòn tai,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,d6b90ebc-f111-4e47-896e-6eadb890e4f2,,"Làm từ bột gạo tẻ, thịt lợn và một số gia vị khác",,[],"Làm từ bột gạo tẻ, thịt lợn và một số gia vị khác","Làm từ bột gạo tẻ, thịt lợn và một số gia vị khác",,,,,0,Phú Thọ,Bánh tẻ,Bánh mặn
Bánh tẻ,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Banh_te_My_Duc_2.png/120px-Banh_te_My_Duc_2.png,"Bột gạo tẻ, gói ngoài bằng lá dong và được luộc cho chín.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Banh_te_My_Duc_2.png/120px-Banh_te_My_Duc_2.png,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Banh_te_My_Duc_2.png/120px-Banh_te_My_Duc_2.png""]","Bột gạo tẻ, gói ngoài bằng lá dong và được luộc cho chín.","Bột gạo tẻ, gói ngoài bằng lá dong và được luộc cho chín.",,,,,0,Miền Bắc,Bánh tẻ,Bánh mặn
Bánh tét,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Banhtet.jpg/120px-Banhtet.jpg,"Là nét tương đồng của bánh chưng ở Miền Bắc về nguyên liệu, cách nấu, chỉ khác về hình dáng và sử dụng lá chuối để gói thay vì lá dong, nhưng cũng có nhiều bánh tét nhân chuối hay đậu đen.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Banhtet.jpg/120px-Banhtet.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Banhtet.jpg/120px-Banhtet.jpg""]","Là nét tương đồng của bánh chưng ở Miền Bắc về nguyên liệu, cách nấu, chỉ khác về hình dáng và sử dụng lá chuối để gói t","Là nét tương đồng của bánh chưng ở Miền Bắc về nguyên liệu, cách nấu, chỉ khác về hình dáng và sử dụng lá chuối để gói thay vì lá dong, nhưng cũng có nhiều bánh tét nhân chuối hay đậu đen.",,,,,0,Miền Nam,Bánh nếp,Bánh mặn
Bánh tôm Hồ Tây,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/B%C3%A1nh_t%C3%B4m.jpg/120px-B%C3%A1nh_t%C3%B4m.jpg,Tôm (nước ngọt) hồ Tây bọc bột mì cho vào chảo mỡ nóng già ngập bánh cho chín tới. Khi bánh phồng lên và ngả màu vàng có bốc mùi thơm ngậy,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/B%C3%A1nh_t%C3%B4m.jpg/120px-B%C3%A1nh_t%C3%B4m.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/B%C3%A1nh_t%C3%B4m.jpg/120px-B%C3%A1nh_t%C3%B4m.jpg""]",Tôm (nước ngọt) hồ Tây bọc bột mì cho vào chảo mỡ nóng già ngập bánh cho chín tới. Khi bánh phồng lên và ngả màu vàng có,Tôm (nước ngọt) hồ Tây bọc bột mì cho vào chảo mỡ nóng già ngập bánh cho chín tới. Khi bánh phồng lên và ngả màu vàng có bốc mùi thơm ngậy,,,,,0,Hà Nội,Bánh rán,Bánh mặn
Bánh tráng,4812dd78-ddd7-4ac0-aeda-aaf0f0e4982e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Nems_wafer_DSC04723.JPG/120px-Nems_wafer_DSC04723.JPG,"Bánh làm từ bột gạo, tráng mỏng như tờ giấy",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Nems_wafer_DSC04723.JPG/120px-Nems_wafer_DSC04723.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Nems_wafer_DSC04723.JPG/120px-Nems_wafer_DSC04723.JPG""]","Bánh làm từ bột gạo, tráng mỏng như tờ giấy","Bánh làm từ bột gạo, tráng mỏng như tờ giấy",,,,,0,Miền Trung,Bánh từ bột gạo,Bánh mặn
